Code Colour,Code number,Names,Qty,Publisher,Author,Language,類別
,ME0082,"""B"" Is For Bad At Getting Into Harvard",1,WaterBrook Press,Nancy Rue,英文,少年
,ME0083,I Only Binge On Holy Hungers,1,WaterBrook Press,Nancy Rue,英文,少年
,ME0084,Do I Have To Paint You A Picture?,1,WaterBrook Press,Nancy Rue,英文,少年
,ME0085,Kayla O'brian And The Dangerous Journey,1,Crossway Books,Hilda Stahl,英文,少年
,ME0086,Kayla O'brian Trouble At Bitter Creek Ranch,1,Crossway Books,Hilda Stahl,英文,少年
,ME0087,Kayla O'brian And The Runaway Orphans,1,Crossway Books,Hilda Stahl,英文,少年
,ME0088,The Unexpected Weapon,1,Baker Books,Connie Griffith,英文,少年
,ME0089,Surprise At Logan School,1,Baker Books,Connie Griffith,英文,少年
,ME0090,Secret Behind Locked Doors,1,Baker Books,Connie Griffith,英文,少年
,ME0091,Mysterious Rescuer,1,Baker Books,Connie Griffith,英文,少年
,ME0092,The Shocking Discovery,1,Baker Books,Connie Griffith,英文,少年
,ME0093,Deadly Expedition,1,Cook Cummunication Ministries,Jeanne Gowen Dennis and Sheila Seifert,英文,少年
,ME0094,Joni's Story,1,Zondervan Publishing House,Joni Eareckson Tada,英文,少年
,ME0095,Secret Summer Dreams,1,Zondervan Publishing House,Beverly Lewis,英文,少年
,ME0096,Emil and the Detectives,1,Longman Group Limited,Erich Kastner,英文,少年
,ME0097,Phoebe's Fortune,1,Scripture Union,Kathy Lee,英文,少年
,ME0098,Tree Fort Wars,1,Chariot Books',Mark R. Littleton,英文,少年
,ME0099,Trouble Down The Creek,1,Chariot Books',Mark R. Littleton,英文,少年
,ME0100,The Accidental Detectives: Short Cuts,1,Victor Books,Sigmund Brouwer,英文,少年
,ME0101,The Downtown Desperadoes,1,Victor Books,Sigmund Brouwer,英文,少年
,ME0102,Ben Carson,1,Zondervan Publishing House,Ben Carson,英文,少年
,ME0103,Canyon Qvest: The Exciting Start of the Last Chance Detectives,1,"Tyndale House Publishers, Inc.",Jim Ware,英文,少年
,ME0104,The Ancient machine,1,Multimedia Interface Pty. Ltd.,Justyn Walker,英文,少年
,ME0105,Ten Boys Who Made History,1,Christian Focus Publications,Irene Howat,英文,少年
,ME0106,The Storyteller,1,Christian Focus Publications,Derick Bingham,英文,少年
,ME0107,Martin's Last Chance,1,Christian Focus Publications,Heidi Schmidt,英文,少年
,ME0108,A Voice In The Dark,1,Christian Focus Publications,Catherine MacKenzie,英文,少年
,ME0109,Paul the leader,1,Kingsway Publlications Ltd,J. Oswald Sanders,英文,少年
,ME0110,Good for Kate,1,John Hunt Publishing Ltd,Veronica Heley,英文,少年
,ME0111,Chronicles of Faith: Elijah,1,"Barbour Publishing, Inc.",Susan Martins Miller,英文,少年
,,,,,,,
,,,,,,,
,,,,,,,
, ,,,,,,
